id,site_id,site_name,description,tr_description,de_description,en_description
311,311,Ortakci/Kemer Kopru,The tell settlement is located 1 km north-east of the village of Ortakci and 4 km south of the district town of Lalapasa. Directly opposite the site lies the Neolithic settlement of Kavakli.,"Tell yerlesimi, Ortakci koyunun 1 km kuzeydogusunda ve Lalapasa ilcesinin 4 km guneyinde yer almaktadir. Yerlesimin tam karsisinda Kavakli Neolitik Cag yerlesimi bulunmaktadir.",Die Tellsiedlung befindet sich 1 km nordostlich des Dorfes Ortakci und 4 km sudlich der Kreisstadt Lalapasa. Direkt gegenuber der Statte liegt die neolithische Siedlung von Kavakli.,
312,312,Kocatepe,"The tell settlement is located on the west side of Suloglu stream, 2 km north of Kukuler village and 4 km south of Suloglu district town in Edirne province. There are two burial mounds in the area.","Hoyuk yerlesimi, Edirne iline bagli Suloglu ilce merkezinin 4 km guneyinde, Kukuler koyunun 2 km kuzeyinde, Suloglu deresinin bati yakasinda yer almaktadir. Bolgede iki adet mezar hoyugu bulunmaktadir.","Die Tellsiedlung befindet sich auf der Westseite des Suloglu-Bachs, 2 km nordlich des Dorfes Kukuler und 4 km sudlich der Kreisstadt Suloglu in der Provinz Edirne. In der Gegend gibt es zwei Grabhugel.",
313,313,Ortadegirmen,The tell settlement is located 1 km north of Kukuler village in Suloglu district and Edirne province. A large number of Classical period pottery has been found on the surface. There are also a few pieces of late Bronze Age and Iron Age pottery.,"Hoyuk yerlesimi, Edirne ili, Suloglu ilcesi, Kukuler koyunun 1 km kuzeyinde yer almaktadir. Yuzeyde cok sayida Klasik Donem canak comlegi bulunmustur. Ayrica birkac parca Gec Tunc Cagi ve Demir Cagi canak comlegi de bulunmaktadir.",Die Tellsiedlung befindet sich 1 km nordlich des Dorfes Kukuler im Bezirk Suloglu in der Provinz Edirne. An der Oberflache wurde eine groﬂe Anzahl von Keramik aus der klassischen Periode gefunden. Es gibt auch ein paar Stucke Keramik aus der spaten Bronzezeit und der Eisenzeit.,
314,314,Tepeyani,The tell settlement is located about 1.5 km north of the village of Arpac in the district of Havsa and the province of Edirne. A road runs right through the settlement. A tumulus is still preserved on the site.,"Hoyuk yerlesimi, Edirne ilinin Havsa ilcesine bagli Arpac koyunun yaklasik 1,5 km kuzeyinde yer almaktadir. Yerlesimin icinden bir yol gecmektedir. Yerlesim yerinde bir tumulus hala korunmaktadir.","Die Tellsiedlung liegt etwa 1,5 km nordlich des Dorfes Arpac im Bezirk Havsa und in der Provinz Edirne. Eine Straﬂe fuhrt direkt durch die Siedlung. Auf dem Gelande ist noch ein Grabhugel erhalten.",
315,315,Kumocagi/Baglikarkasi ,"The settlement is located on the west side of Suloglu stream, 1 km south of Musulca village in Havsa/Edirne district. Part of the settlement is destroyed.","Yerlesim Havsa/Edirne ilcesine bagli Musulca koyunun 1 km guneyinde, Suloglu deresinin bati yakasinda yer almaktadir. Yerlesimin bir kismi yikilmistir.","Die Siedlung befindet sich auf der Westseite des Suloglu-Bachs, 1 km sudlich des Dorfes Musulca im Bezirk Havsa/Edirne. Ein Teil der Siedlung ist zerstort.",
316,316,Kaynaklar/Arpac,The tell settlement is located 2 km south of the village of Arpac in the district town of Havsa/Edirne.,Soz konusu yerlesim Havsa/Edirne ilcesine bagli Arpac koyunun 2 km guneyinde yer almaktadir.,Die Tellsiedlung befindet sich 2 km sudlich des Dorfes Arpac in der Kreisstadt Havsa/Edirne.,
317,317,Hisarlik ,,,,
318,318,Cevizlik,"The Tell settlement is located on the west side of Suloglu stream, 400 meters south of Haskoy village in Havsa district of Edirne province. The flat area of the settlement is 100 meters wide.","Hoyuk yerlesimi, Edirne ilinin Havsa ilcesine bagli Haskoy koyunun 400 metre guneyinde, Suloglu deresinin bati yakasinda yer almaktadir. Yerlesimin duzluk alani 100 metre genisligindedir.","Die Tell-Siedlung befindet sich auf der Westseite des Suloglu-Bachs, 400 Meter sudlich des Dorfes Haskoy im Bezirk Havsa der Provinz Edirne. Die flache Flache der Siedlung ist 100 Meter breit.",
319,319,Maya Baba,"The tell settlement is located on the eastern side of the Disbudak stream, 1 km south of the village of Buyuk Altiagac in the district of Meric and the province of Edirne.","Hoyuk yerlesimi, Edirne ilinin Meric ilcesine bagli Buyuk Altiagac koyunun 1 km guneyinde, Disbudak deresinin dogu yakasinda yer almaktadir.","Die Tellsiedlung befindet sich auf der ostlichen Seite des Disbudak-Bachs, 1 km sudlich des Dorfes Buyuk Altiagac im Bezirk Meric und der Provinz Edirne.",
320,320,Acicesme,The Tell settlement is located on the northwestern side of Kadidondurma in the Meric district of Edirne province. The settlement has been partially destroyed by the expansion of a modern village.,"Hoyuk yerlesimi, Edirne ilinin Meric ilcesine bagli Kadidondurma'nin kuzeybati tarafinda yer almaktadir. Yerlesim, modern bir koyun genislemesiyle kismen tahrip olmustur.",Die Tell-Siedlung befindet sich an der nordwestlichen Seite von Kadidondurma im Bezirk Meric der Provinz Edirne. Die Siedlung wurde durch die Ausdehnung eines modernen Dorfes teilweise zerstort.,
321,321,Taslitepe,"The tell settlement was built on a rocky outcrop 3 km east of Gumuscay village in Alasehir district, Manisa province. The site was discovered by Engin Akdeniz in 2007.","Hoyuk yerlesimi, Manisa ili Alasehir ilcesi Gumuscay koyunun 3 km dogusundaki kayalik bir cikinti uzerine kurulmustur. Yerlesim 2007 yilinda Engin Akdeniz tarafindan kesfedilmistir.",Die Tellsiedlung wurde auf einem Felsvorsprung 3 km ostlich des Dorfes Gumuscay im Bezirk Alasehir in der Provinz Manisa errichtet. Die Statte wurde von Engin Akdeniz im Jahr 2007 entdeckt.,
322,322,Erdelli Hoyuk ,"The tell settlement is located 5 km west of the village of Erdelli and 2 km southeast of the village of Buknus in the district of Akhisar and the province of Manisa. The site measures 140 x 90 meters and is 12 meters high. It was first explored by Rafet Dinc in the 1990s. In 2007, Engin Akdeniz re-examined the site.","Hoyuk yerlesimi, Manisa ili Akhisar ilcesine bagli Erdelli koyunun 5 km batisinda ve Buknus koyunun 2 km guneydogusunda yer almaktadir. Yerlesim 140 x 90 metre olculerinde ve 12 metre yuksekligindedir. Ilk olarak 1990'li yillarda Rafet Dinc tarafindan kesfedilmistir. 2007 yilinda Engin Akdeniz tarafindan yeniden incelenmistir.",Die Tellsiedlung befindet sich 5 km westlich des Dorfes Erdelli und 2 km sudostlich des Dorfes Buknus im Bezirk Akhisar und der Provinz Manisa. Die Statte misst 140 x 90 Meter und ist 12 Meter hoch. Sie wurde erstmals in den 1990er Jahren von Rafet Dinc erforscht. Im Jahr 2007 untersuchte Engin Akdeniz die Statte erneut.,
323,323,Kennez 1,The tell settlement is located 200 meters northwest of the village of Pinarcik in the district of Akhisar and the province of Manisa. It was first discovered and studied by David French.,"Hoyuk yerlesimi, Manisa ilinin Akhisar ilcesine bagli Pinarcik koyunun 200 metre kuzeybatisinda yer almaktadir. Ilk olarak David French tarafindan kesfedilmis ve incelenmistir.",Die Tellsiedlung befindet sich 200 Meter nordwestlich des Dorfes Pinarcik im Bezirk Akhisar und der Provinz Manisa. Sie wurde erstmals von David French entdeckt und untersucht.,
324,324,Rahmiye II,The tell settlement is located 2.2 km south of the village of Rahmiye in the district of Akhisar and the province of Manisa.,"Soz konusu yerlesim, Akhisar ilcesi ve Manisa iline bagli Rahmiye koyunun 2,2 km guneyinde yer almaktadir.","Die Tellsiedlung befindet sich 2,2 km sudlich des Dorfes Rahmiye im Bezirk Akhisar und der Provinz Manisa.",
325,325,Kulaksizlar,"The tell settlement is located 1.2 km southwest of Kulaksizlar village in Akhisar district and Manisa province. Many idols dating back to the Bronze Age have been found at the site. According to the researchers, this place was an important workshop in pre-Bronze Age western Asia Minor. Engin Akdeniz saw a lot of Late Bronze Age pottery at this site.","Hoyuk yerlesimi Manisa ili, Akhisar ilcesi, Kulaksizlar koyunun 1,2 km guneybatisinda yer almaktadir. Alanda Tunc Cagi'na tarihlenen cok sayida idol bulunmustur. Arastirmacilara gore, burasi Tunc Cagi oncesi Bati Kucuk Asya'da onemli bir atolyeydi. Engin Akdeniz bu alanda cok sayida Gec Tunc Cagi canak comlegi gormustur.","Die Tellsiedlung befindet sich 1,2 km sudwestlich des Dorfes Kulaksizlar im Bezirk Akhisar in der Provinz Manisa. An der Statte wurden viele Idole aus der Bronzezeit gefunden. Den Forschern zufolge war dieser Ort eine wichtige Werkstatt im vorbronzezeitlichen westlichen Kleinasien. Engin Akdeniz entdeckte an diesem Ort eine Menge spatbronzezeitlicher Topferwaren.",
326,326,Alibeyli Hoyuk,The tell settlement is located 3 km northwest of the village of Alibeyli in the district of Saruhanli and the province of Manisa. It was first mentioned by David French and later re-examined by Engin Akdeniz.,"Hoyuk yerlesimi, Manisa iline bagli Saruhanli ilcesinin Alibeyli koyunun 3 km kuzeybatisinda yer almaktadir. Ilk olarak David French tarafindan bahsedilmis ve daha sonra Engin Akdeniz tarafindan yeniden incelenmistir.",Die Tellsiedlung befindet sich 3 km nordwestlich des Dorfes Alibeyli im Bezirk Saruhanli und der Provinz Manisa. Sie wurde erstmals von David French erwahnt und spater von Engin Akdeniz neu untersucht.,
327,327,Baykustepe,"The tell settlement is located 4 km southeast of the village of Mutevelli in the district of Saruhanli and the province of Manisa. According to Engin Akdeniz, a large part of the tell's extent has disappeared. The original size of the site can no longer be determined. The height is 4 m.","Hoyuk yerlesimi, Manisa ilinin Saruhanli ilcesine bagli Mutevelli koyunun 4 km guneydogusunda yer almaktadir. Engin Akdeniz'e gore, anlati alaninin buyuk bir kismi yok olmustur. Alanin orijinal boyutu artik tespit edilememektedir. Yuksekligi 4 m'dir.",Die Tellsiedlung befindet sich 4 km sudostlich des Dorfes Mutevelli im Bezirk Saruhanli und der Provinz Manisa. Nach Angaben von Engin Akdeniz ist ein groﬂer Teil der Ausdehnung des Tells verschwunden. Die ursprungliche Groﬂe der Anlage kann nicht mehr bestimmt werden. Die Hohe betragt 4 m.,
328,328,Halitpasa II,"The tell settlement is located on the southwestern side of the highway between Alibeyli and the small town of Halitpasa, 2 km east of Halitpasa. It was first discovered by David French in the 1960s. At that time, the Chalcolithic and Early Bronze Age pottery was identified. In 2007, the site was investigated by Engin Akdeniz, who also found Middle Bronze Age and Late Bronze Age pottery.","Hoyuk yerlesimi, Alibeyli ile kucuk Halitpasa kasabasi arasindaki karayolunun guneybati tarafinda, Halitpasa'nin 2 km dogusunda yer almaktadir. Ilk olarak 1960'larda David French tarafindan kesfedilmistir. O donemde Kalkolitik ve Erken Tunc Cagi canak comlekleri tespit edilmistir. Alan 2007 yilinda Engin Akdeniz tarafindan incelenmis ve Orta Tunc Cagi ve Gec Tunc Cagi canak comlekleri de bulunmustur.","Die Tellsiedlung befindet sich auf der sudwestlichen Seite der Autobahn zwischen Alibeyli und der kleinen Stadt Halitpasa, 2 km ostlich von Halitpasa. Sie wurde erstmals in den 1960er Jahren von David French entdeckt. Damals wurde die chalkolithische und fruhbronzezeitliche Keramik identifiziert. Im Jahr 2007 wurde die Statte von Engin Akdeniz untersucht, der auch Keramik aus der Mittel- und Spatbronzezeit fand.",
329,329,Halitpasa I,The settlement is located 2 km. northwest of the village of Alibeyli in the district of Saruhanli and the province of Manisa. It is established on a natural hill.,"Yerlesim, Manisa ilinin Saruhanli ilcesine bagli Alibeyli koyunun 2 km. kuzeybatisinda yer almaktadir. Dogal bir tepe uzerine kurulmustur.",Die Siedlung liegt 2 km nordwestlich des Dorfes Alibeyli im Bezirk Saruhanli und in der Provinz Manisa. Sie ist auf einem naturlichen Hugel errichtet.,
330,330,Avlutepe Hoyuk,The tell settlement is located 1 km southwest of the village of Gulbahce in the province of Manisa. It was first discovered by David French.,"Hoyuk yerlesimi, Manisa iline bagli Gulbahce koyunun 1 km guneybatisinda yer almaktadir. Ilk olarak David French tarafindan kesfedilmistir.",Die Tellsiedlung befindet sich 1 km sudwestlich des Dorfes Gulbahce in der Provinz Manisa. Sie wurde erstmals von David French entdeckt.,
331,331,Veziroglu Hoyuk,The tell settlement is located 1.5 km northwest of the village of Veziroglu in the province of Manisa. It was first discovered and investigated by David French.,"Hoyuk yerlesimi, Manisa iline bagli Veziroglu koyunun 1,5 km kuzeybatisinda yer almaktadir. Ilk olarak David French tarafindan kesfedilmis ve incelenmistir.","Die Tellsiedlung befindet sich 1,5 km nordwestlich des Dorfes Veziroglu in der Provinz Manisa. Sie wurde erstmals von David French entdeckt und untersucht.",
332,332,Asartepe,"The settlement is located northwest of the village of Kilcanlar in the district of Golmarmara. Like Kaymakci, it is founded on a ridge and lies about 155 meters above the floodplain. It appears like a citadel, 3. 8 ha in size.","Yerlesim, Golmarmara ilcesine bagli Kilcanlar koyunun kuzeybatisinda yer almaktadir. Kaymakci gibi bir sirt uzerine kurulmustur ve taskin yatagindan yaklasik 155 metre yuksekliktedir. Bir kale gorunumundedir ve 3.8 hektar buyuklugundedir.","Die Siedlung befindet sich nordwestlich des Dorfes Kilcanlar im Bezirk Golmarmara. Wie Kaymakci ist sie auf einem Bergrucken gegrundet und liegt etwa 155 Meter uber der Flussaue. Sie sieht aus wie eine Zitadelle und ist 3,8 ha groﬂ.",
333,333,Kizbaci Tepesi,The Tell settlement is located on a hill called Kizbaci Tepesi in Turkish on the northeast side of Lake Marmara. It is located. It was probably a citadel of about 1 ha in size.,"Hoyuk yerlesimi, Marmara Golu'nun kuzeydogu tarafinda Turkce'de Kizbaci Tepesi olarak adlandirilan bir tepe uzerinde yer almaktadir. Bulundugu yer. Muhtemelen yaklasik 1 hektar buyuklugunde bir kaleydi.","Die Tell-Siedlung befindet sich auf einem Hugel, der auf Turkisch Kizbaci Tepesi genannt wird, auf der Nordostseite des Marmarasees. Sie befindet sich dort. Sie war wahrscheinlich eine Zitadelle von etwa 1 ha Groﬂe.",
334,334,Gedevre Tepesi,The site is located on the north-western side of Lake Marmara in the province of Manisa.,"Saha, Marmara Golu'nun kuzeybati yakasinda, Manisa ilinde yer almaktadir.",Der Ort befindet sich auf der nordwestlichen Seite des Marmara-Sees in der Provinz Manisa.,
335,335,Kizciftligi/Trikopi,The tell settlement is located 3 km west of the district center Gomec in Balikesir.,Anlati yerlesimi Balikesir'in Gomec ilce merkezinin 3 km batisinda yer almaktadir.,Die Tellsiedlung befindet sich 3 km westlich des Bezirkszentrums Gomec in Balikesir.,
336,336, Catalkaya ,The prehistoric settlement is located on a natural hill southwest of the village of Kirazli in the province of Aydin. The pottery covers the entire Bronze Age and Classical periods. Sevinc Gunel has characterized the size considers an acropolis. Whether it was a fortress or a settlement is not entirely clear.,"Tarih oncesi yerlesim, Aydin iline bagli Kirazli koyunun guneybatisinda dogal bir tepe uzerinde yer almaktadir. Canak comlekler tum Tunc Cagi ve Klasik donemleri kapsamaktadir. Sevinc Gunel'in tanimladigi buyuklukte bir akropol oldugu dusunulmektedir. Bir kale mi yoksa bir yerlesim yeri mi oldugu tam olarak belli degildir.","Die prahistorische Siedlung befindet sich auf einem naturlichen Hugel sudwestlich des Dorfes Kirazli in der Provinz Aydin. Die Topferwaren decken die gesamte Bronzezeit und die klassische Periode ab. Sevinc Gunel hat die Groﬂe charakterisiert halt eine Akropolis. Ob es eine Festung oder eine Siedlung war, ist nicht ganz klar.",
337,337,Phokaia (Eski Foca) ,,,,
338,338,Nemrut Hoyuk ,The tell settlement is located south of the village of Cambel in the district of Kemalpasa and the province of Izmir.,"Anlati yerlesimi, Kemalpasa ilcesi ve Izmir iline bagli Cambel koyunun guneyinde yer almaktadir.",Die Tellsiedlung befindet sich sudlich des Dorfes Cambel im Bezirk Kemalpasa und der Provinz Izmir.,
339,339,Seytan Deresi,The tell settlement is located 1 km northwest of the village of Umur in the district of Cine and the province of Aydin.,"Anlati yerlesimi, Cine ilcesi ve Aydin iline bagli Umur koyunun 1 km kuzeybatisinda yer almaktadir.",Die Tellsiedlung befindet sich 1 km nordwestlich des Dorfes Umur im Bezirk Cine und der Provinz Aydin.,
340,340,Alanli (Hamzabali) Hoyuk,The tell settlement is located within the boundaries of Hamzabali village in Yenipazar district and Aydin province. Sevinc Gunel registered it under the name of the neighboring village. It is also known as Hamzabali Hoyuk.,"Aydin ili, Yenipazar ilcesi, Hamzabali koyu sinirlari icerisinde yer almaktadir. Sevinc Gunel tarafindan komsu koyun adiyla tescil edilmistir. Hamzabali Hoyuk olarak da bilinmektedir.",Die Tellsiedlung befindet sich innerhalb der Grenzen des Dorfes Hamzabali im Bezirk Yenipazar und der Provinz Aydin. Sevinc Gunel hat sie unter dem Namen des benachbarten Dorfes registriert. Sie ist auch als Hamzabali Hoyuk bekannt.,
341,341,Kavaklikoy Hoyuk ,"The Tell settlement is located near the Nazilli-Bozdogan road within the boundaries of Kavakli village, Bozdogan district and Aydin province. Large parts of the settlement have been destroyed. The current height is between 2-3 meters; the former extent cannot be determined.","Hoyuk yerlesimi, Aydin ili, Bozdogan ilcesi, Kavakli koyu sinirlari icerisinde, Nazilli-Bozdogan yolu yakininda yer almaktadir. Yerlesimin buyuk bir kismi tahrip olmustur. Mevcut yuksekligi 2-3 metre arasindadir; eski boyutu tespit edilememistir.","Die Tell-Siedlung befindet sich in der Nahe der Straﬂe Nazilli-Bozdogan innerhalb der Grenzen des Dorfes Kavakli, des Bezirks Bozdogan und der Provinz Aydin. Groﬂe Teile der Siedlung sind zerstort worden. Die heutige Hohe liegt zwischen 2-3 Metern; die fruhere Ausdehnung kann nicht bestimmt werden.",
342,342,Elmacik Hoyuk,The tell settlement is located 1 km south-east of the village of Elmacik in the province of Usak. No excavations have been carried out so far.,Hoyuk yerlesimi Usak iline bagli Elmacik koyunun 1 km guneydogusunda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.,Die Tellsiedlung befindet sich 1 km sudostlich des Dorfes Elmacik in der Provinz Usak. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
343,343,Yassitepe/Izmir,The Tell settlement is located in the center of Izmir on the outskirts of Bornava. Part of the settlement has been destroyed and built over in the last 20 years. The settlement was excavated after 2010 under the direction of Zafer Derin.,"Hoyuk yerlesimi Izmir'in merkezinde, Bornava'nin eteklerinde yer almaktadir. Yerlesimin bir kismi son 20 yilda tahrip edilmis ve uzerine insaat yapilmistir. Yerlesim 2010 yilindan sonra Zafer Derin baskanliginda kazilmistir.",Die Tell-Siedlung befindet sich im Zentrum von Izmir am Rande von Bornava. Ein Teil der Siedlung wurde in den letzten 20 Jahren zerstort und uberbaut. Die Siedlung wurde nach 2010 unter der Leitung von Zafer Derin ausgegraben.,
344,344,Yenikoy/Bilecik ,The settlement is located on a natural hill on the northern side of the village of Yenikoy in the province of Bilecik. The size of the settlement area is about 100 x 100 meters.,"Yerlesim, Bilecik iline bagli Yenikoy koyunun kuzey tarafinda dogal bir tepe uzerinde yer almaktadir. Yerlesim alaninin buyuklugu yaklasik 100 x 100 metredir.",Die Siedlung befindet sich auf einem naturlichen Hugel an der Nordseite des Dorfes Yenikoy in der Provinz Bilecik. Die Groﬂe der Siedlungsflache betragt etwa 100 x 100 Meter.,
345,345,Uyuk/Bilecik,,,,
346,346,Adatepe/Dinar,The Tell settlement is located in a marshy area 1.5 km southwest of the village of Eldere in the Dinar district and Afyonkarahisar province. A railway line built 100 years ago crosses the settlement from west to east.,"Hoyuk yerlesimi, Afyonkarahisar ili Dinar ilcesi Eldere koyunun 1,5 km guneybatisinda bataklik bir alanda yer almaktadir. Yerlesimin batisindan dogusuna 100 yil once insa edilmis bir demiryolu hatti gecmektedir.","Die Tell-Siedlung liegt in einem sumpfigen Gebiet 1,5 km sudwestlich des Dorfes Eldere im Bezirk Dinar und der Provinz Afyonkarahisar. Eine vor 100 Jahren gebaute Eisenbahnlinie durchquert die Siedlung von Westen nach Osten.",
347,347,Akgun Tepe Hoyuk ,The tell settlement is located about 1 km northwest of the village of Akgun in the district of Dinar and the province of Afyonkarahisar. The eastern slope of the settlement has been cut off by a road.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Dinar ilcesine bagli Akgun koyunun yaklasik 1 km kuzeybatisinda yer almaktadir. Yerlesimin dogu yamaci bir yol ile kesilmistir.",Die Tellsiedlung liegt etwa 1 km nordwestlich des Dorfes Akgun im Bezirk Dinar und in der Provinz Afyonkarahisar. Der Osthang der Siedlung wurde durch eine Straﬂe abgeschnitten.,
348,348,Tepe Hoyuk,The tell settlement is located on the eastern side of the village of Dombay in the district of Dinar and the province of Afyon.,"Hoyuk yerlesimi, Dinar ilcesi ve Afyon iline bagli Dombay koyunun dogu tarafinda yer almaktadir.",Die Tellsiedlung liegt an der ostlichen Seite des Dorfes Dombay im Bezirk Dinar und in der Provinz Afyon.,
349,349,Goktepe Hoyuk,The tell settlement is located about 250 meters northeast of the village of Cayustu in the district of Dinar.,"Hoyuk yerlesimi, Dinar ilcesine bagli Cayustu koyunun yaklasik 250 metre kuzeydogusunda yer almaktadir.",Die Tellsiedlung befindet sich etwa 250 Meter nordostlich des Dorfes Cayustu im Bezirk Dinar.,
350,350,Kerim Cayiri,The tell settlement is located 750 m northwest of the village of Cumhuriyet in the district of Dinar. The site is 120 x 190 m and 5 m high.,Hoyuk yerlesimi Dinar ilcesine bagli Cumhuriyet koyunun 750 m kuzeybatisinda yer almaktadir. Alan 120 x 190 m boyutlarinda ve 5 m yuksekligindedir.,Die Tellsiedlung befindet sich 750 m nordwestlich des Dorfes Cumhuriyet im Bezirk Dinar. Die Anlage ist 120 x 190 m groﬂ und 5 m hoch.,
351,351,Ismail Hoyugu,"The tell settlement is located 3.5 km southeast of the village of Gocerli, 3 km west of Kinik and 5 km northwest of the village of Tatarli in the district of Dinar.","Anlati yerlesimi, Dinar ilcesine bagli Gocerli koyunun 3,5 km guneydogusunda, Kinik'in 3 km batisinda ve Tatarli koyunun 5 km kuzeybatisinda yer almaktadir.","Die Tellsiedlung befindet sich 3,5 km sudostlich des Dorfes Gocerli, 3 km westlich von Kinik und 5 km nordwestlich des Dorfes Tatarli im Bezirk Dinar.",
352,352,Karatepe Hoyuk,The tell settlement is located 2.3 km southeast of the village of Haydarli in the district of Dinar and the province of Afyon.,"Hoyuk yerlesimi, Afyon ilinin Dinar ilcesine bagli Haydarli koyunun 2,3 km guneydogusunda yer almaktadir.","Die Tellsiedlung befindet sich 2,3 km sudostlich des Dorfes Haydarli im Bezirk Dinar und der Provinz Afyon.",
353,353,Akpinarli Tepe Hoyuk,The tell settlement is located on the south side of the village of Akpinarli in the district of Dinar and the province of Afyon.,"Hoyuk yerlesimi, Dinar ilcesi ve Afyon iline bagli Akpinarli koyunun guney tarafinda yer almaktadir.",Die Tellsiedlung befindet sich an der Sudseite des Dorfes Akpinarli im Bezirk Dinar und der Provinz Afyon.,
354,354,Alparslan Hoyuk,The Tell settlement is located on the north-western side of the village of Alparslan in the district town of Dinar in the province of Afyon. The village houses were built on a part of the settlement. The highway between the district towns of Cay and Dinar runs right next to the settlement.,"Hoyuk yerlesimi, Afyon ilinin Dinar ilcesine bagli Alparslan koyunun kuzeybati tarafinda yer almaktadir. Koy evleri yerlesimin bir bolumu uzerine insa edilmistir. Cay ve Dinar ilceleri arasindaki karayolu yerlesimin hemen yanindan gecmektedir.",Die Tell-Siedlung befindet sich an der nordwestlichen Seite des Dorfes Alparslan in der Kreisstadt Dinar in der Provinz Afyon. Die Hauser des Dorfes wurden auf einem Teil der Siedlung errichtet. Die Landstraﬂe zwischen den Kreisstadten Cay und Dinar fuhrt direkt an der Siedlung vorbei.,
355,355,Tepeardi Hoyuk,The tell settlement is located 1.3 km northeast of the village of Okcular and 1.1 km northwest of the village of Kadilar in the Dinar District of Afyon Province.,"Soz konusu yerlesim, Afyon Ili Dinar Ilcesi'ne bagli Okcular Koyu'nun 1,3 km kuzeydogusunda ve Kadilar Koyu'nun 1,1 km kuzeybatisinda yer almaktadir.","Die Tellsiedlung befindet sich 1,3 km nordostlich des Dorfes Okcular und 1,1 km nordwestlich des Dorfes Kadilar im Bezirk Dinar der Provinz Afyon.",
356,356,Buyuk und Kucuk Cataltepe,The tell settlement is located about 2 km northeast of Bagcilar village in Dinar district of Afyonkarahisar province. The settlement consists of two hills: the northwestern one is called Kucuk (small) Cataltepe and the southeastern one is called Buyuk (big) Cataltepe. The small one has a diameter of 300 meters and a height of 3-4 meters. The big one has a diameter of 300 meters and a height of 5-6 meters.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Dinar ilcesine bagli Bagcilar koyunun yaklasik 2 km kuzeydogusunda yer almaktadir. Yerlesim iki tepeden olusmaktadir: kuzeybatidaki Kucuk Cataltepe ve guneydogudaki Buyuk Cataltepe olarak adlandirilmaktadir. Kucuk olanin capi 300 metre ve yuksekligi 3-4 metredir. Buyuk olanin capi 300 metre ve yuksekligi 5-6 metredir.",Die Tellsiedlung befindet sich etwa 2 km nordostlich des Dorfes Bagcilar im Bezirk Dinar der Provinz Afyonkarahisar. Die Siedlung besteht aus zwei Hugeln: der nordwestliche wird Kucuk (kleiner) Cataltepe genannt und der sudostliche heiﬂt Buyuk (groﬂer) Cataltepe. Der kleine hat einen Durchmesser von 300 Metern und eine Hohe von 3-4 Metern. Der groﬂe hat einen Durchmesser von 300 Metern und eine Hohe von 5-6 Metern.,
357,357,Orenler Mevkii,The tell settlement is located on the south side of the village of Karabedir in the district of Dinar in the province of Afyonkarahisar. No excavations have been carried out so far.,"Hoyuk yerlesimi, Afyonkarahisar ilinin Dinar ilcesine bagli Karabedir koyunun guney tarafinda yer almaktadir. Simdiye kadar herhangi bir kazi yapilmamistir.",Die Tellsiedlung befindet sich an der Sudseite des Dorfes Karabedir im Bezirk Dinar in der Provinz Afyonkarahisar. Bisher wurden noch keine Ausgrabungen durchgefuhrt.,
358,358,Agillarin Onu Hoyuk (Kirin Uyuk),The tell settlement is located 2.5 km northeast of the village of Yuregil in the district of Dazkari in the province of Afyonkarahisar.,"Anlati yerlesimi, Afyonkarahisar ilinin Dazkari ilcesine bagli Yuregil koyunun 2,5 km kuzeydogusunda yer almaktadir.","Die Tellsiedlung befindet sich 2,5 km nordostlich des Dorfes Yuregil im Bezirk Dazkari in der Provinz Afyonkarahisar.",
359,359,Sarikavak Hoyuk,The tell settlement is located on the south and southeast side of Sarikavak village in Dazkiri district of Aydin province. There is a small lake on the eastern side of the settlement. The highway between Denizli and Dazkiri passes through the eastern side of the settlement.,Hoyuk yerlesimi Aydin ilinin Dazkiri ilcesine bagli Sarikavak koyunun guney ve guneydogu tarafinda yer almaktadir. Yerlesimin dogu tarafinda kucuk bir gol bulunmaktadir. Denizli ile Dazkiri arasindaki karayolu yerlesimin dogu tarafindan gecmektedir.,Die Tell-Siedlung befindet sich im Suden und Sudosten des Dorfes Sarikavak im Bezirk Dazkiri der Provinz Aydin. An der Ostseite der Siedlung befindet sich ein kleiner See. Die Autobahn zwischen Denizli und Dazkiri fuhrt durch die Ostseite der Siedlung.,
360,360,Kusura Hoyuk,The tell settlement is located in the village of Kusura in the district of Sandikli in the province of Afyonkarahisar. The site was excavated between 1935 and 1937 under the direction of Winfried Lamb.,Hoyuk yerlesimi Afyonkarahisar ilinin Sandikli ilcesine bagli Kusura koyunde yer almaktadir. Yerlesim 1935-1937 yillari arasinda Winfried Lamb baskanliginda kazilmistir.,Die Tellsiedlung befindet sich im Dorf Kusura im Bezirk Sandikli in der Provinz Afyonkarahisar. Die Statte wurde zwischen 1935 und 1937 unter der Leitung von Winfried Lamb ausgegraben.,
